"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Reggie Bullock Jr.","HOU",44,418,15,33,12,3,5,6,1,2,1
"Patty Mills","MIA",32,415,34,86,16,18,8,6,2,4,14
"Trent Forrest","ATL",38,414,92,223,53,39,31,17,5,11,28
"Svi Mykhailiuk","BOS",41,413,35,81,24,11,16,6,2,3,8
"Wesley Matthews","ATL",36,413,23,56,13,10,5,6,2,1,9
"Aleksej Pokusevski","CHA",28,405,35,87,18,17,13,3,2,7,10
"Luka Samanic","UTA",43,404,19,44,13,6,7,5,1,4,2
"Javon Freeman-Liberty","TOR",22,403,40,96,24,16,14,7,3,1,15
"Derrick Rose","MEM",24,399,78,187,47,31,28,19,0,11,20
"DeAndre Jordan","DEN",36,396,26,58,20,6,13,4,3,3,3
"Lester Quinones","GSW",37,394,36,82,26,10,15,9,2,1,9
"Kobe Brown","LAC",44,394,25,61,14,11,12,2,0,3,8
"Eugene Omoruyi","WAS",43,393,35,76,29,6,18,9,2,0,6
"Matt Ryan","NOP",28,390,18,42,12,6,6,5,1,2,4
"Justin Minaya","POR",34,381,21,50,13,8,5,5,3,2,6
"Johnny Juzang","UTA",20,372,23,55,14,9,6,6,2,4,5
"Noah Clowney","BKN",23,370,18,46,8,10,2,2,4,1,9
"Tosan Evbuomwan","DET",17,367,16,41,7,9,3,4,0,1,8
"Ousmane Dieng","OKC",33,365,37,93,18,19,14,3,1,12,7
"Jontay Porter","TOR",25,360,60,140,40,20,24,13,3,6,14
"Ben Simmons","BKN",15,359,86,217,41,45,28,7,6,12,33
"Brandon Boston Jr.","LAC",32,345,13,29,10,3,6,3,1,1,2
"Jarace Walker","IND",33,340,40,89,31,9,23,6,2,1,8
"JaVale McGee","SAC",46,339,17,40,11,6,8,3,0,2,4
"Olivier-Maxence Prosper","DAL",40,336,22,56,10,12,8,0,2,5,7
"Jeremiah Robinson-Earl","NOP",39,334,21,49,14,7,5,6,3,1,6
"Neemias Queta","BOS",28,333,20,54,6,14,4,1,1,3,11
"Julian Phillips","CHI",40,323,13,30,9,4,5,3,1,0,4
"Cody Zeller","NOP",43,320,39,92,25,14,12,7,6,4,10
"Ja Morant","MEM",9,318,73,172,47,26,34,9,4,12,14
"Ashton Hagans","POR",19,316,54,126,36,18,29,3,4,7,11
"Devonte' Graham","SAS",23,313,49,116,31,18,20,10,1,5,13
"A.J. Lawson","DAL",42,311,20,51,9,11,7,1,1,4,7
"Stanley Umude","DET",24,307,11,24,9,2,6,2,1,0,2
"Nathan Mensah","CHA",25,307,9,22,5,4,0,3,2,2,2
"Orlando Robinson","MIA",36,304,34,84,18,16,8,7,3,4,12
"Furkan Korkmaz","PHI",35,300,25,57,18,7,10,6,2,2,5
"Cory Joseph","GSW",26,296,42,109,17,25,11,4,2,2,23
"Garrett Temple","TOR",27,289,28,69,15,13,7,6,2,5,8
"Ricky Council IV","PHI",32,289,16,38,10,6,8,2,0,2,4
"Leaky Black","CHA",26,284,24,61,11,13,4,6,1,4,9
"Lindy Waters III","OKC",38,280,24,62,10,14,6,3,1,6,8
"Kessler Edwards","SAC",54,275,15,38,7,8,3,4,0,4,4
"Damian Jones","CLE",39,270,15,40,5,10,3,1,1,2,8
"Onuralp Bitim","CHI",23,268,13,31,8,5,5,2,1,3,2
"Kira Lewis Jr.","UTA",28,264,37,91,20,17,8,10,2,7,10
"Jamal Cain","MIA",26,259,10,24,6,4,4,1,1,1,3
"Jared Rhoden","DET",17,245,14,31,11,3,3,7,1,1,2
"Justin Champagnie","WAS",15,235,19,41,16,3,12,3,1,1,2
"Javonte Green","CHI",9,230,5,12,3,2,0,3,0,1,1
"Ibou Badji","POR",22,226,13,28,11,2,8,2,1,2,0
"Collin Gillespie","DEN",24,225,27,64,17,10,10,7,0,5,5
"Gabe Vincent","LAL",11,218,21,48,15,6,11,4,0,1,5
"Markieff Morris","DAL",26,216,16,39,9,7,9,0,0,2,5
"Jaylen Nowell","DET",13,214,19,52,5,14,4,1,0,4,10
"Theo Maledon","PHX",17,213,28,66,18,10,12,4,2,5,5
"Charles Bassey","SAS",19,205,21,52,11,10,4,2,5,1,9
"Taj Gibson","DET",20,204,11,26,7,4,4,2,1,1,3
"Moses Brown","POR",22,200,7,14,7,0,3,3,1,0,0
"Kenneth Lofton Jr.","MEM",21,198,33,81,18,15,12,5,1,6,9
"Kobe Bufkin","ATL",17,196,27,58,23,4,12,9,2,1,3
"Gui Santos","GSW",23,192,14,32,10,4,7,1,2,0,4
"Colby Jones","SAC",30,192,20,47,13,7,9,3,1,3,4
"Terry Taylor","CHI",31,188,10,26,4,6,2,2,0,0,6
"Micah Potter","UTA",16,186,6,13,5,1,0,5,0,1,0
"Saben Lee","PHX",24,185,30,70,20,10,13,7,0,3,7
"Otto Porter Jr.","TOR",15,174,8,18,6,2,3,1,2,0,2
"AJ Griffin","ATL",20,171,5,13,2,3,1,1,0,1,2
"Joe Harris","DET",16,170,10,24,6,4,5,0,1,1,3
"Trevelin Queen","ORL",14,165,18,48,6,12,4,0,2,5,7
"Zavier Simpson","MEM",7,161,25,63,12,13,6,5,1,4,9
"Thanasis Antetokounmpo","MIL",34,155,17,44,7,10,4,1,2,2,8
"Tristan Vukcevic","WAS",10,153,13,31,8,5,7,1,0,2,3
"Darius Bazley","UTA",9,152,7,19,2,5,1,1,0,1,4
"DeJon Jarreau","MEM",9,150,26,60,18,8,13,4,1,0,8
"Jules Bernard","WAS",19,149,16,39,9,7,8,1,0,3,4
"Jeff Dowtin Jr.","PHI",12,142,27,65,16,11,11,5,0,3,8
"Sidy Cissoko","SAS",12,141,10,26,4,6,4,0,0,1,5
"Brandon Clarke","MEM",6,134,9,20,7,2,4,3,0,0,2
"Emoni Bates","CLE",15,133,10,25,5,5,2,1,2,2,3
"Dru Smith","MIA",9,131,14,33,9,5,7,2,0,1,4
"Nate Williams","HOU",22,129,7,16,5,2,4,1,0,1,1
"Timmy Allen","MEM",5,125,5,13,2,3,2,0,0,0,3
"T.J. Warren","MIN",11,125,9,22,5,4,1,2,2,2,2
"Luka Garza","MIN",25,122,4,10,2,2,1,1,0,0,2
"Jalen Pickett","DEN",27,122,21,52,11,10,6,1,4,2,8
"Maozinha Pereira","MEM",7,122,2,6,0,2,0,0,0,0,2
"Marques Bolden","CHA",11,121,4,11,1,3,1,0,0,0,3
"Jahmi'us Ramsey","TOR",7,121,8,19,5,3,2,3,0,0,3
"Mouhamadou Gueye","TOR",11,120,5,14,1,4,0,1,0,1,3
"Xavier Moon","LAC",14,119,21,49,14,7,8,4,2,1,6
"Robert Williams III","POR",6,119,5,12,3,2,2,1,0,0,2
"Matt Hurt","MEM",8,113,4,10,2,2,2,0,0,1,1
"Udoka Azubuike","PHX",16,113,3,6,3,0,1,1,1,0,0
"Brandon Williams","DAL",17,113,17,38,13,4,9,1,3,3,1
"Jalen Hood-Schifino","LAL",21,109,8,19,5,3,2,2,1,0,3
"Dylan Windler","ATL",17,108,10,24,6,4,3,3,0,1,3
"Malik Williams","TOR",7,107,2,5,1,1,1,0,0,0,1
"Armoni Brooks","BKN",10,104,5,10,5,0,4,1,0,0,0
"Maxwell Lewis","LAL",34,103,6,12,6,0,4,2,0,0,0
"Harry Giles III","LAL",23,100,6,14,4,2,4,0,0,1,1
"Olivier Sarr","OKC",15,98,2,6,0,2,0,0,0,1,1
"Jamaree Bouyea","SAS",9,95,11,29,4,7,1,3,0,0,7
"Josh Minott","MIN",32,91,8,17,7,1,7,0,0,0,1
"Chris Livingston","MIL",21,90,5,11,4,1,2,2,0,1,0
"Cole Swider","MIA",18,87,5,10,5,0,3,0,2,0,0
"Terquavion Smith","PHI",16,84,12,26,10,2,10,0,0,0,2
"Admiral Schofield","ORL",23,84,7,17,4,3,2,0,2,0,3
"Buddy Boeheim","DET",10,84,3,7,2,1,2,0,0,0,1
"Jordan Walsh","BOS",9,83,5,13,2,3,1,1,0,1,2
"Wenyen Gabriel","MEM",5,81,3,7,2,1,2,0,0,0,1
"James Bouknight","CHA",14,81,6,14,4,2,2,1,1,0,2
"Jerome Robinson","GSW",22,81,5,11,4,1,4,0,0,0,1
"Ryan Rollins","MIL",13,78,14,32,10,4,7,3,0,1,3
"R.J. Hampton","MIA",8,76,8,20,4,4,2,0,2,1,3
"Wendell Moore Jr.","MIN",25,75,6,14,4,2,2,0,2,1,1
"Nate Hinton","HOU",15,75,10,21,9,1,7,2,0,1,0
"Mouhamed Gueye","ATL",6,73,4,10,2,2,0,2,0,0,2
"Isaiah Mobley","CLE",10,72,6,17,1,5,0,1,0,1,4
"Jason Preston","UTA",7,71,16,40,8,8,5,2,1,0,8
"Boban Marjanovic","HOU",14,71,6,14,4,2,2,2,0,0,2
"Jett Howard","ORL",18,67,6,16,2,4,1,1,0,2,2
"Adama Sanogo","CHI",9,66,0,0,0,0,0,0,0,0,0
