"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Admiral Schofield","ORL",38,469,25,62,13,12,8,1,4,3,9
"Lindy Waters III","OKC",25,465,24,60,12,12,6,5,1,6,6
"Anthony Gill","WAS",44,463,27,64,17,10,11,4,2,1,9
"Trevor Ariza","LAL",24,462,27,72,9,18,8,1,0,6,12
"Killian Tillie","MEM",36,461,22,52,14,8,7,4,3,1,7
"Matt Thomas","CHI",40,459,20,48,12,8,7,0,5,4,4
"Dylan Windler","CLE",50,459,34,81,21,13,11,7,3,3,10
"Kelan Martin","BOS",30,450,21,51,12,9,9,2,1,2,7
"Yuta Watanabe","TOR",38,445,21,51,12,9,8,4,0,4,5
"Juancho Hernangomez","UTA",40,445,20,53,7,13,5,1,1,4,9
"Trey Burke","DAL",42,441,57,135,36,21,20,9,7,8,13
"Thomas Bryant","WAS",27,439,23,52,17,6,9,3,5,0,6
"Elijah Hughes","POR",36,434,22,53,13,9,10,3,0,4,5
"Joe Harris","BKN",14,423,14,33,9,5,3,1,5,1,4
"Patrick Williams","CHI",17,422,15,36,9,6,8,1,0,2,4
"Olivier Sarr","OKC",22,421,19,52,5,14,2,3,0,1,13
"Enes Freedom","BOS",35,411,8,19,5,3,2,1,2,0,3
"Sandro Mamukelashvili","MIL",41,407,22,56,10,12,8,2,0,5,7
"Semi Ojeleye","LAC",30,406,9,23,4,5,2,1,1,1,4
"Day'Ron Sharpe","BKN",32,391,17,41,10,7,7,2,1,4,3
"Luka Garza","DET",32,389,20,48,12,8,4,5,3,1,7
"Isaiah Livers","DET",19,383,21,55,8,13,5,2,1,3,10
"Gary Clark","NOP",38,378,18,46,8,10,6,1,1,2,8
"Paul Millsap","PHI",33,376,29,70,17,12,9,4,4,4,8
"Miles McBride","NYK",40,372,41,105,18,23,12,4,2,8,15
"Chris Chiozza","GSW",34,372,65,158,37,28,25,7,5,5,23
"Gorgui Dieng","ATL",44,371,34,82,20,14,14,1,5,6,8
"Nick Richards","CHA",50,367,13,32,7,6,2,4,1,3,3
"Santi Aldama","MEM",32,360,21,58,5,16,5,0,0,3,13
"Markelle Fultz","ORL",18,360,99,246,51,48,39,10,2,16,32
"Jared Butler","UTA",42,360,63,154,35,28,25,8,2,11,17
"Wenyen Gabriel","LAL",26,359,14,36,6,8,2,3,1,2,6
"Ish Wainright","PHX",45,359,15,38,7,8,4,3,0,2,6
"Cody Zeller","POR",27,355,22,56,10,12,5,2,3,5,7
"Keljin Blevins","POR",31,349,19,48,9,10,7,1,1,5,5
"Marquese Chriss","DAL",34,346,17,42,9,8,5,3,1,5,3
"Moses Brown","CLE",40,344,1,2,1,0,0,1,0,0,0
"Kira Lewis Jr.","NOP",24,341,49,120,27,22,18,7,2,7,15
"David Duke Jr.","BKN",22,341,17,39,12,5,9,3,0,2,3
"P.J. Dozier","DEN",18,340,29,70,17,12,16,1,0,4,8
"Jarrett Culver","MEM",37,338,33,75,24,9,16,8,0,4,5
"Kris Dunn","POR",14,336,79,188,49,30,33,11,5,7,23
"Isaiah Thomas","CHA",22,333,34,80,22,12,18,2,2,1,11
"Brad Wanamaker","WAS",23,320,55,133,32,23,20,8,4,7,16
"Collin Sexton","CLE",11,316,23,57,12,11,10,1,1,3,8
"Justin Anderson","IND",16,316,33,87,12,21,9,0,3,6,15
"James Bouknight","CHA",31,304,26,62,16,10,10,6,0,4,6
"Justin Robinson","DET",25,304,32,77,19,13,12,3,4,3,10
"Paul Reed","PHI",38,302,16,40,8,8,4,3,1,2,6
"Brook Lopez","MIL",13,298,6,14,4,2,3,1,0,0,2
"Markieff Morris","MIA",17,298,23,57,12,11,7,3,2,4,7
"Justin Champagnie","TOR",36,281,11,28,5,6,5,0,0,2,4
"Nathan Knight","MIN",37,267,22,54,12,10,4,7,1,3,7
"Michael Porter Jr.","DEN",9,265,17,38,13,4,10,2,1,1,3
"JT Thor","CHA",33,262,19,49,8,11,5,2,1,1,10
"Daishen Nix","HOU",24,261,40,95,25,15,22,3,0,7,8
"KZ Okpala","MIA",21,244,14,35,7,7,6,1,0,1,6
"Leandro Bolmaro","MIN",35,241,21,49,14,7,10,4,0,1,6
"Jaylen Hoard","OKC",7,240,17,41,10,7,7,2,1,1,6
"Mychal Mulder","MIA",17,240,5,14,1,4,0,0,1,0,4
"Usman Garuba","HOU",24,239,17,41,10,7,8,1,1,2,5
"Jake Layman","MIN",34,231,9,22,5,4,4,1,0,1,3
"Kevin Knox II","ATL",30,222,10,25,5,5,4,1,0,1,4
"Denzel Valentine","UTA",24,222,11,29,4,7,1,2,1,1,6
"Skylar Mays","ATL",28,220,17,47,4,13,3,1,0,4,9
"Georgios Kalaitzakis","OKC",13,213,12,28,8,4,6,2,0,1,3
"Malcolm Hill","CHI",19,212,8,18,6,2,2,2,2,0,2
"Tim Frazier","CLE",12,208,34,79,23,11,11,7,5,6,5
"Alfonzo McKinnie","CHI",17,206,5,10,5,0,3,1,1,0,0
"Joe Wieskamp","SAS",29,205,9,22,5,4,1,4,0,0,4
"Ed Davis","CLE",31,201,7,17,4,3,1,1,2,0,3
"Javonte Smart","MIA",17,200,16,38,10,6,5,3,2,2,4
"Tyler Cook","CHI",20,200,3,8,1,2,0,0,1,1,1
"Lindell Wigginton","MIL",19,199,23,51,18,5,16,1,1,2,3
"Braxton Key","DET",11,197,11,25,8,3,6,1,1,1,2
"Udoka Azubuike","UTA",17,195,0,0,0,0,0,0,0,0,0
"Greg Monroe","MIN",14,195,22,53,13,9,10,1,2,3,6
"Mamadi Diakite","OKC",13,188,2,5,1,1,0,1,0,0,1
"Reggie Perry","POR",10,187,12,31,5,7,1,1,3,3,4
"Kyle Guy","MIA",19,186,17,41,10,7,9,1,0,3,4
"Willie Cauley-Stein","PHI",20,183,10,25,5,5,2,1,2,1,4
"Frank Kaminsky","PHX",9,181,13,31,8,5,3,3,2,4,1
"Charlie Brown Jr.","PHI",22,178,6,15,3,3,1,1,1,0,3
"Markus Howard","DEN",31,176,7,18,3,4,2,1,0,2,2
"Jamorko Pickett","DET",13,176,7,19,2,5,0,1,1,1,4
"Vlatko Cancar","DEN",15,176,17,44,7,10,7,0,0,1,9
"Zavier Simpson","OKC",4,174,30,76,14,16,11,2,1,6,10
"Victor Oladipo","MIA",8,173,28,68,16,12,12,2,2,5,7
"Hassani Gravett","ORL",8,171,20,50,10,10,7,1,2,2,8
"Charles Bassey","PHI",23,168,7,18,3,4,1,2,0,0,4
"Alize Johnson","NOP",23,167,9,22,5,4,3,1,1,0,4
"Kevin Pangos","CLE",24,166,30,70,20,10,12,6,2,3,7
"Haywood Highsmith","MIA",19,163,6,15,3,3,2,0,1,2,1
"Sam Hauser","BOS",26,158,10,24,6,4,5,1,0,1,3
"Paul Watson","OKC",9,156,8,19,5,3,2,3,0,0,3
"Cassius Stanley","DET",9,155,4,10,2,2,1,1,0,0,2
"Bruno Fernando","HOU",30,153,7,16,5,2,4,0,1,0,2
"Theo Pinson","DAL",19,148,17,40,11,6,6,1,4,1,5
"Abdel Nader","PHX",14,145,7,20,1,6,0,1,0,4,2
"Devin Cannady","ORL",5,145,10,25,5,5,3,1,1,3,2
"Solomon Hill","ATL",13,139,12,32,4,8,1,1,2,1,7
"Xavier Moon","LAC",10,137,24,63,9,15,3,4,2,3,12
"Jahmi'us Ramsey","SAC",19,134,7,16,5,2,2,2,1,0,2
"Didi Louzada","POR",9,129,5,11,4,1,4,0,0,1,0
"Marcus Garrett","MIA",12,128,7,17,4,3,2,2,0,3,0
"Boban Marjanovic","DAL",22,128,3,8,1,2,0,0,1,0,2
"Jay Scrubb","LAC",18,121,8,17,7,1,4,3,0,0,1
"Devontae Cacok","SAS",15,121,6,13,5,1,3,1,1,0,1
"Jalen Johnson","ATL",22,120,3,9,0,3,0,0,0,1,2
"Neemias Queta","SAC",14,120,6,12,6,0,3,2,1,0,0
"Melvin Frazier Jr.","OKC",3,120,1,3,0,1,0,0,0,0,1
"Freddie Gillespie","ORL",9,119,5,12,3,2,1,1,1,0,2
"Jabari Parker","BOS",12,112,6,13,5,1,3,2,0,0,1
"Derrick Walton Jr.","DET",3,108,21,50,13,8,7,4,2,3,5
"Jeff Dowtin","ORL",9,108,10,27,3,7,2,1,0,0,7
"Langston Galloway","MIL",7,107,12,29,7,5,5,2,0,1,4
"Chaundee Brown Jr.","ATL",5,104,4,9,3,1,2,0,1,0,1
"Louis King","SAC",10,104,9,21,6,3,5,0,1,1,2
"Luke Kornet","BOS",15,103,9,23,4,5,4,0,0,0,5
"Tyler Johnson","SAS",6,91,7,16,5,2,1,4,0,1,1
"Chris Silva","MIA",10,91,7,17,4,3,1,2,1,1,2
"Devon Dotson","CHI",11,85,15,38,7,8,4,1,2,3,5
"Udonis Haslem","MIA",13,83,4,10,2,2,2,0,0,0,2
